Cod_setor;Situacao_setor;V001;V002;V003
355030846000067;1;136;0;4
355030846000068;1;117;0;0
355030846000069;1;84;0;0
355030846000070;1;23;0;0
355030846000071;1;40;0;0
355030846000072;1;104;0;0
355030846000073;1;54;0;0
355030846000074;1;60;0;0
355030846000075;1;104;0;0
355030846000076;1;102;1;0
355030846000077;1;105;0;0
355030846000079;1;115;0;1
355030846000080;1;107;0;0
355030846000081;1;80;0;0
355030846000082;1;129;1;0
355030846000083;1;269;0;0
355030846000084;1;96;0;0
355030846000085;1;120;0;0
355030846000086;1;79;0;0
355030846000087;1;65;0;0
355030846000088;1;130;1;0
355030846000089;1;64;0;0
355030846000090;1;186;0;0
355030846000091;1;114;0;0
355030846000092;1;148;0;0
355030846000093;1;136;0;0
355030846000094;1;77;0;0
355030846000095;1;87;1;0
355030846000096;1;79;0;0
355030846000097;1;122;0;0
355030846000098;1;22;0;0
355030846000099;1;348;1;0
355030846000100;1;186;0;1
355030846000101;1;106;0;0
355030846000102;1;58;0;0
355030846000103;1;45;0;0
355030846000104;1;87;0;0
355030846000105;1;123;0;0
355030846000106;1;59;0;0
355030846000107;1;72;0;0
355030846000108;1;189;0;0
355030846000109;1;84;0;0
355030846000110;1;95;0;0
355030846000111;1;171;0;0
355030846000112;1;44;0;0
355030846000113;1;155;1;0
355030846000114;1;128;0;0
355030846000115;1;99;0;0
355030846000116;1;374;0;0
355030846000117;1;140;0;0
355030846000118;1;55;0;0
355030846000119;1;66;0;0
355030846000120;1;71;0;0
355030846000121;1;31;0;0
355030846000122;1;78;0;0
355030846000123;1;152;0;0
355030846000124;1;80;0;0
355030846000125;1;118;0;0
355030846000126;1;103;0;0
355030846000127;1;142;0;0
355030846000128;1;56;0;0
355030846000129;1;86;0;0
355030846000130;1;90;0;0
355030846000131;1;110;0;0
355030846000132;1;147;0;0
355030846000133;1;172;0;0
355030846000134;1;143;0;0
355030846000135;1;145;0;0
355030846000136;1;121;0;1
355030846000137;1;143;0;0
355030846000138;1;130;0;3
355030846000139;1;112;0;0
355030846000141;1;126;0;0
355030846000142;1;463;0;0
355030846000143;1;113;4;0
355030846000144;1;382;0;0
355030846000145;1;240;2;0
355030846000146;1;65;0;0
355030846000147;1;186;0;0
355030846000148;1;161;0;0
355030846000149;1;63;0;0
355030846000150;1;47;0;0
355030846000151;1;121;0;0
355030846000152;1;132;0;0
355030846000153;1;104;0;0
355030846000154;1;156;0;0
355030846000155;1;52;0;2
355030846000156;1;167;0;0
355030846000157;1;177;0;0
355030846000158;1;119;1;0
355030846000159;1;119;0;0
355030846000160;1;200;0;0
355030846000161;1;208;0;0
355030846000162;1;148;0;0
355030846000163;1;67;0;0
355030846000164;1;133;0;0
355030846000165;1;157;0;0
355030846000166;1;109;1;0
355030846000167;1;62;0;0
355030846000168;1;69;0;0
355030846000169;1;77;0;0
355030846000170;1;135;0;1
355030846000171;1;85;0;0
355030846000172;1;78;0;0
355030846000173;1;147;0;0
355030846000174;1;118;0;3
355030846000175;1;108;0;0
355030846000176;1;63;0;0
355030846000177;1;134;0;1
355030846000178;1;128;0;0
355030846000179;1;125;0;0
355030846000180;1;171;0;0
355030846000181;1;4;0;0
355030846000182;1;258;1;0
355030846000183;1;117;0;0
355030846000184;1;81;0;0
355030846000185;1;144;0;0
355030846000186;1;187;0;0
355030846000187;1;259;0;0
355030846000188;1;77;0;0
355030846000189;1;126;0;0
355030846000190;1;197;0;0
355030846000191;1;324;0;0
355030846000192;1;108;0;0
355030846000193;1;113;0;0
355030846000194;1;78;0;0
355030846000195;1;191;0;0
355030846000196;1;90;0;0
355030846000197;1;187;0;0
355030846000198;1;142;1;1
355030846000199;1;212;0;0
355030846000200;1;191;0;0
355030846000201;1;118;0;0
355030846000202;1;54;0;0
355030846000203;1;44;0;0
355030846000204;1;143;0;0
355030846000205;1;126;0;0
355030846000206;1;280;0;0
355030846000207;1;143;0;0
355030846000208;1;74;0;0
355030846000209;1;97;0;0
355030846000210;1;144;0;0
355030846000211;1;93;1;0
355030846000212;1;124;0;0
355030846000213;1;129;0;0
355030846000214;1;142;0;0
355030846000215;1;202;0;0
355030846000216;1;118;0;0
355030846000217;1;183;0;0
355030846000218;1;90;0;0
355030846000219;1;168;0;3
355030846000220;1;136;0;0
355030846000221;1;152;0;0
355030846000222;1;53;0;0
355030846000223;1;88;0;1
355030846000224;1;108;0;0
355030846000225;1;109;0;0
355030846000226;1;191;0;0
355030846000227;1;121;0;0
355030846000228;1;112;0;0
355030846000229;1;78;0;0
355030846000230;1;68;0;1
355030846000231;1;79;0;0
355030846000232;1;74;0;0
355030846000233;1;131;0;0
355030846000234;1;90;0;1
355030846000235;1;61;0;0
355030846000236;1;71;0;0
355030846000237;1;131;0;0
355030846000238;1;33;0;0
355030846000239;1;239;0;0
355030846000240;1;156;0;0
355030846000241;1;49;0;0
355030846000242;1;83;0;0
355030846000243;1;207;0;0
355030846000244;1;195;0;0
355030846000245;1;91;0;0
355030846000246;1;158;1;0
355030846000247;1;77;0;0
355030846000248;1;284;0;2
355030846000249;1;21;0;0
355030846000250;1;3;0;0
355030846000251;1;159;0;0
355030846000252;1;47;0;0
355030846000253;1;185;0;0
355030846000254;1;86;0;0
355030846000255;1;122;0;0
355030846000256;1;99;0;0
355030846000257;1;92;0;0
355030846000258;1;103;1;7
355030846000259;1;130;0;0
355030846000260;1;97;0;0
355030846000261;1;39;0;0
355030846000262;1;158;0;0
355030846000263;1;95;0;0
355030846000264;1;107;0;0
355030846000265;1;133;0;0
355030846000266;1;84;0;0
355030846000267;1;169;0;0
355030846000268;1;115;0;0
355030846000269;1;165;0;0
355030846000270;1;62;0;0
355030846000271;1;102;0;0
355030846000272;1;139;0;0
355030846000273;1;107;0;0
355030846000274;1;383;0;0
355030846000275;1;172;0;0
355030846000276;1;69;1;0
355030846000277;1;338;0;0
355030846000278;1;91;0;0
355030846000279;1;315;0;0
355030846000280;1;57;0;0
355030846000281;1;93;0;0
355030846000282;1;119;0;0
355030846000283;1;166;0;0
355030846000284;1;79;0;0
355030846000285;1;127;0;0
355030846000286;1;119;0;0
355030846000287;1;95;0;0
355030846000288;1;63;0;0
355030846000289;1;112;0;0
355030846000290;1;114;0;0
355030846000291;1;128;0;0
355030846000292;1;81;0;0
355030846000293;1;85;0;0
355030846000294;1;92;0;0
355030846000295;1;109;0;0
355030846000296;1;60;0;0
355030846000297;1;122;0;1
355030846000298;1;55;0;0
355030846000299;1;69;0;0
355030846000300;1;82;0;0
355030846000301;1;83;0;0
355030846000302;1;74;0;0
355030846000303;1;65;0;0
355030846000304;1;169;1;0
355030846000305;1;170;0;0
355030846000306;1;180;0;0
355030846000307;1;240;0;0
355030846000308;1;41;0;0
355030846000309;1;360;0;0
355030846000310;1;70;1;1
355030846000311;1;74;1;0
355030846000312;1;87;0;0
355030846000313;1;132;0;0
355030846000314;1;124;0;0
355030846000315;1;128;0;0
355030846000316;1;142;0;0
355030846000317;1;193;0;0
355030846000318;1;92;0;0
355030846000319;1;147;0;0
355030846000320;1;148;0;0
355030846000321;1;211;0;0
355030846000322;1;93;0;0
355030846000323;1;135;0;0
355030846000324;1;139;0;0
355030846000325;1;111;0;0
355030846000326;1;87;1;0
355030846000327;1;65;0;0
355030846000328;1;169;0;0
355030846000329;1;108;0;0
355030846000330;1;73;0;0
355030846000331;1;130;0;0
355030846000332;1;103;0;0
355030846000333;1;93;0;0
355030846000334;1;76;0;0
355030846000335;1;119;0;0
355030846000336;1;205;0;0
355030846000337;1;191;0;0
355030846000338;1;41;0;0
355030846000340;1;65;0;0
355030846000341;1;119;0;0
355030846000342;1;128;0;0
355030846000343;1;87;0;0
355030846000344;1;59;0;0
355030846000345;1;111;0;0
355030846000346;1;95;0;0
355030846000347;1;66;0;0
355030846000348;1;79;0;0
355030846000349;1;210;0;0
355030846000350;1;206;0;0
355030846000351;1;183;0;0
355030846000353;1;56;0;0
355030846000354;1;39;0;3
355030846000355;1;57;0;0
355030846000356;1;29;0;0
355030846000357;1;39;1;0
355030846000358;1;52;0;0
355030846000359;1;85;0;0
355030846000360;1;208;0;0
355030846000362;1;26;0;1
355030846000363;1;19;0;0
355030846000364;1;67;0;0
355030846000365;1;0;X;X
355030846000366;1;49;0;0
355030846000367;1;107;0;0
355030846000368;1;84;0;0
355030846000369;1;20;0;0
355030846000370;1;16;0;0
355030846000371;1;37;0;0
355030846000372;1;49;0;0
355030846000374;1;105;0;0
355030846000375;1;116;0;0
355030846000376;1;22;0;0
355030846000377;1;27;0;0
355030846000378;1;84;0;0
355030846000379;1;9;X;X
355030846000380;1;18;0;0
355030846000381;1;58;0;0
355030846000382;1;32;0;0
355030846000383;1;40;0;0
355030846000384;1;101;0;0
355030846000385;1;13;0;0
355030846000386;1;25;0;0
355030847000001;1;55;0;0
355030847000002;1;63;0;0
355030847000003;1;81;0;0
355030847000004;1;90;0;0
355030847000005;1;130;0;0
355030847000006;1;127;0;0
355030847000007;1;259;0;0
355030847000008;1;129;0;0
355030847000009;1;119;0;23
355030847000010;1;92;0;0
355030847000011;1;97;0;0
355030847000012;1;52;0;0
355030847000013;1;88;0;0
355030847000014;1;80;0;0
355030847000015;1;64;0;0
355030847000016;1;94;0;0
355030847000017;1;88;0;1
355030847000018;1;113;0;0
355030847000019;1;91;0;0
355030847000020;1;70;0;0
355030847000021;1;61;0;0
355030847000022;1;113;0;0
355030847000023;1;123;0;0
355030847000024;1;123;0;0
355030847000025;1;56;0;1
355030847000026;1;75;0;0
355030847000027;1;116;0;0
355030847000028;1;174;0;0
355030847000029;1;147;0;0
355030847000030;1;84;0;0
355030847000031;1;84;0;0
355030847000032;1;92;0;1
355030847000033;1;75;0;2
355030847000034;1;72;0;0
355030847000035;1;76;0;0
355030847000036;1;148;0;0
355030847000037;1;137;0;0
355030847000038;1;98;0;0
355030847000039;1;83;0;0
355030847000040;1;72;0;0
355030847000041;1;80;0;0
355030847000042;1;123;0;0
355030847000043;1;60;0;0
355030847000044;1;76;0;0
355030847000045;1;97;0;0
355030847000047;1;166;0;0
355030847000048;1;119;0;0
355030847000049;1;142;0;0
355030847000050;1;62;0;0
355030847000051;1;62;0;0
355030847000052;1;152;0;5
355030847000053;1;147;0;1
355030847000054;1;225;0;0
355030847000055;1;51;0;0
355030847000056;1;71;0;0
355030847000057;1;98;0;0
355030847000058;1;54;0;0
355030847000059;1;84;0;0
355030847000060;1;70;0;0
355030847000061;1;72;0;0
355030847000062;1;62;0;0
355030847000063;1;0;X;X
355030847000064;1;81;0;0
355030847000065;1;118;0;0
355030847000066;1;100;0;0
355030847000067;1;75;0;0
355030847000068;1;70;0;0
355030847000069;1;90;0;0
355030847000070;1;93;0;0
355030847000071;1;86;0;0
355030847000072;1;133;0;1
355030847000073;1;261;0;0
355030847000074;1;84;0;0
355030847000075;1;107;0;0
355030847000076;1;107;0;0
355030847000077;1;50;0;0
355030847000078;1;127;0;0
355030847000079;1;101;0;0
355030847000080;1;75;0;0
355030847000081;1;85;0;0
355030847000082;1;140;0;0
355030847000083;1;61;0;0
355030847000084;1;61;0;0
355030847000085;1;166;0;0
355030847000086;1;77;1;0
355030847000087;1;79;0;0
355030847000088;1;146;0;0
355030847000089;1;113;0;0
355030847000090;1;83;1;0
355030847000091;1;86;0;0
355030847000092;1;79;0;0
355030847000093;1;72;0;0
355030847000094;1;88;0;0
355030847000095;1;101;0;0
355030847000096;1;100;0;0
355030847000097;1;64;0;0
355030847000098;1;141;0;0
355030847000099;1;105;0;1
355030847000100;1;65;0;0
355030847000101;1;72;0;0
355030847000102;1;82;0;0
355030847000103;1;63;1;0
355030847000104;1;183;0;0
355030847000105;1;17;0;0
355030847000106;1;109;0;0
355030847000107;1;91;0;0
355030847000108;1;106;0;0
355030847000109;1;76;0;0
355030847000110;1;61;2;0
355030847000111;1;114;0;0
355030847000112;1;11;0;0
355030847000113;1;50;0;0
355030847000114;1;64;0;0
355030847000115;1;65;0;0
355030847000116;1;55;0;0
355030847000117;1;105;0;0
355030847000118;1;72;0;0
355030847000119;1;93;0;1
355030847000120;1;118;0;0
355030847000121;1;44;0;0
355030847000122;1;80;0;0
355030847000123;1;94;0;0
355030847000124;1;152;0;0
355030847000125;1;89;0;0
355030847000126;1;25;0;1
355030847000127;1;74;0;0
355030847000129;1;15;0;0
355030847000130;1;235;1;0
355030847000131;1;109;0;0
355030847000132;1;83;0;0
355030847000133;1;99;0;0
355030847000134;1;79;0;0
355030847000135;1;62;0;2
355030847000136;1;92;0;0
355030847000137;1;102;0;0
355030847000138;1;94;0;0
355030847000139;1;91;0;0
355030847000140;8;52;1;0
355030847000141;1;115;0;0
355030847000142;1;178;0;0
355030847000143;1;104;0;0
355030847000144;1;139;0;0
355030847000145;1;123;0;0
355030847000146;1;149;0;0
355030847000147;1;94;0;0
355030847000148;4;44;0;0
355030847000150;3;100;0;0
355030847000151;8;47;0;0
355030847000152;1;66;0;0
355030847000153;1;159;0;0
355030847000154;1;113;0;0
355030847000155;1;230;0;1
355030847000156;1;137;0;0
355030847000157;1;87;0;0
355030847000158;1;43;0;0
355030847000159;1;63;0;0
355030847000160;1;74;0;0
355030847000161;1;61;0;2
355030847000162;1;79;0;0
355030847000163;1;101;0;0
355030847000164;1;102;0;0
355030847000165;1;113;0;0
355030847000166;1;94;0;0
355030847000167;1;106;0;0
355030847000168;1;49;0;0
355030847000169;1;81;0;0
355030847000170;1;53;0;0
355030847000171;1;73;0;0
355030847000172;1;60;0;0
355030847000173;1;110;0;0
355030847000174;1;27;0;0
355030847000175;1;44;0;0
355030847000176;1;65;0;0
355030847000177;1;78;1;3
355030847000179;3;166;0;0
355030847000180;1;160;0;0
355030847000181;1;178;2;6
355030847000182;1;96;0;0
355030847000183;1;27;0;0
355030847000184;1;43;0;0
355030847000185;4;0;X;X
355030847000186;1;100;0;0
355030847000187;1;57;0;0
355030847000188;4;6;0;0
355030847000190;1;212;0;0
355030847000191;1;292;1;0
355030847000192;2;220;0;0
355030847000193;4;168;0;0
355030847000194;1;97;1;0
355030847000195;1;63;0;0
355030847000196;1;54;0;0
355030847000197;1;82;0;0
355030847000198;1;170;0;0
355030847000199;1;61;0;0
355030847000200;2;55;0;0
355030847000201;2;2;0;0
355030847000202;4;151;0;0
355030847000203;4;155;0;0
355030847000204;4;135;0;0
355030847000205;4;120;0;0
355030847000206;4;208;0;0
355030847000207;4;163;0;1
355030847000208;4;113;0;0
355030847000209;8;66;0;0
355030847000212;1;15;0;0
355030847000213;1;179;0;0
355030847000214;1;88;0;0
355030848000001;1;24;0;0
355030848000002;1;51;0;0
355030848000003;1;41;0;0
355030848000004;1;37;0;0
355030848000005;1;58;0;0
355030848000006;1;96;0;0
355030848000007;1;44;0;0
355030848000008;1;66;0;0
355030848000009;1;33;0;0
355030848000010;1;25;0;0
355030848000011;1;37;0;0
355030848000012;1;10;0;0
355030848000013;1;46;0;0
355030848000014;1;47;0;0
355030848000015;1;72;0;0
355030848000016;1;100;0;0
355030848000017;1;81;0;0
355030848000018;1;81;0;0
355030848000019;1;62;0;0
355030848000020;1;103;0;0
355030848000021;1;100;0;0
355030848000022;1;78;0;0
355030848000023;1;84;0;0
355030848000024;1;81;0;0
355030848000025;1;37;0;0
355030848000026;1;16;0;0
355030848000027;1;38;0;0
355030848000028;1;14;0;0
355030848000029;1;39;0;0
355030848000030;1;36;0;0
355030848000031;1;44;0;0
355030848000032;1;50;0;0
355030848000033;1;79;0;0
355030848000034;1;56;0;0
355030848000035;1;58;0;0
355030848000036;1;31;0;0
355030848000037;1;19;0;0
355030848000038;1;119;0;0
355030848000039;1;25;0;0
355030848000040;1;56;0;0
355030848000041;1;34;0;0
355030848000042;1;45;0;0
355030848000043;1;74;0;0
355030848000044;1;38;0;0
355030848000045;1;30;0;0
355030848000046;1;38;0;0
355030848000047;1;29;0;1
355030848000048;1;31;0;0
355030848000049;1;35;0;0
355030848000050;1;33;0;0
355030848000051;1;39;0;0
355030848000052;1;55;0;0
355030848000053;1;72;0;0
355030848000054;1;44;0;0
355030848000055;1;35;0;0
355030848000056;1;35;0;0
355030848000057;1;35;0;0
355030848000058;1;24;0;0
355030848000059;1;22;0;0
355030848000060;1;52;0;0
355030848000061;1;28;0;0
355030848000062;1;43;0;0
355030848000063;1;49;0;0
355030848000064;1;57;0;0
355030848000065;1;31;0;0
355030848000066;1;36;0;1
355030848000067;1;32;0;0
355030848000068;1;57;0;0
355030848000069;1;41;0;0
355030848000070;1;45;0;0
355030848000071;1;24;0;0
355030848000072;1;36;0;0
355030848000073;1;34;0;0
355030848000074;1;49;0;0
355030848000075;1;21;0;0
355030848000076;1;43;0;0
355030848000077;1;57;0;1
355030848000078;1;58;0;0
355030848000079;1;45;0;0
355030848000080;1;81;0;0
355030848000081;1;34;0;0
355030848000082;1;43;0;0
355030848000083;1;86;0;1
355030848000084;1;55;1;0
355030848000085;1;38;0;0
355030848000086;1;51;0;0
355030848000087;1;26;0;0
355030848000088;1;31;0;0
355030848000089;1;40;0;0
355030848000090;1;37;0;0
355030848000091;1;42;0;0
355030848000092;1;62;0;0
355030848000093;1;30;0;0
355030848000094;1;39;0;0
355030848000095;1;28;0;0
355030848000096;1;30;0;0
355030848000097;1;28;0;0
355030848000098;1;41;0;0
355030848000099;1;49;0;0
355030848000100;1;38;0;0
355030848000101;1;63;0;0
355030848000102;1;89;0;0
355030848000103;1;27;0;0
355030848000104;1;32;0;0
355030848000105;1;1;0;0
355030848000106;1;59;0;0
355030848000107;1;41;0;0
355030848000108;1;142;0;0
355030848000109;1;69;0;0
355030848000110;1;6;0;0
355030848000111;1;17;0;0
355030848000112;1;10;0;0
355030848000113;1;122;0;0
355030848000114;1;23;0;0
355030848000115;1;24;0;0
355030848000116;1;54;0;0
355030848000117;1;34;0;0
355030848000118;1;23;0;0
355030848000119;1;37;0;0
355030848000120;1;24;0;0
355030848000121;1;78;0;0
355030848000122;1;40;0;0
355030848000123;1;49;0;0
355030848000124;1;39;0;0
355030848000125;1;35;0;0
355030848000126;1;49;0;0
355030848000127;1;77;0;0
355030848000128;1;27;0;0
355030848000129;1;14;0;0
355030848000130;1;36;0;0
355030848000131;1;32;0;0
355030848000132;1;40;0;0
355030848000133;1;139;0;0
355030848000134;1;13;0;0
355030848000135;1;7;0;0
355030848000136;1;34;0;0
355030848000137;1;13;0;0
355030848000138;1;18;0;0
355030848000139;1;30;0;0
355030848000140;1;60;0;0
355030849000001;1;28;0;0
355030849000002;1;63;0;1
355030849000003;1;74;0;0
355030849000004;1;34;0;0
355030849000005;1;85;0;0
355030849000006;1;159;0;0
355030849000007;1;57;0;0
355030849000008;1;61;0;0
355030849000009;1;110;0;0
355030849000010;1;136;0;0
355030849000011;1;9;0;0
355030849000012;1;13;0;0
355030849000013;1;96;0;0
355030849000014;1;83;0;0
355030849000015;1;41;0;0
355030849000016;1;70;0;0
355030849000017;1;45;0;0
355030849000018;1;64;0;0
355030849000019;1;101;0;0
355030849000020;1;50;0;0
355030849000021;1;66;0;0
355030849000022;1;119;0;0
355030849000023;1;32;0;0
355030849000024;1;25;0;0
355030849000025;1;55;0;0
355030849000026;1;68;0;0
355030849000027;1;5;0;0
355030849000028;1;69;0;0
355030849000029;1;22;0;0
355030849000030;1;70;0;0
355030849000031;1;81;0;0
355030849000032;1;34;0;0
355030849000033;1;29;0;2
355030849000034;1;32;0;0
355030849000035;1;78;0;0
355030849000036;1;72;0;0
355030849000037;1;33;0;0
355030849000038;1;62;0;0
355030849000039;1;146;0;0
355030849000040;1;130;0;0
355030849000041;1;81;0;0
355030849000042;1;51;0;0
355030849000043;1;58;0;0
355030849000044;1;38;0;0
355030849000045;1;72;0;0
355030849000046;1;37;0;0
355030849000047;1;68;0;0
355030849000048;1;93;0;0
355030849000049;1;41;0;0
355030849000050;1;66;0;0
355030849000051;1;24;2;0
355030849000052;1;44;0;0
355030849000053;1;68;0;0
355030849000054;1;52;0;0
355030849000055;1;27;0;0
355030849000056;1;22;0;0
355030849000057;1;41;0;0
355030849000058;1;36;0;0
355030849000059;1;41;0;0
355030849000060;1;64;0;0
355030849000061;1;12;0;0
355030849000062;1;11;0;0
355030849000063;1;39;0;0
355030849000064;1;25;0;0
355030849000065;1;71;0;0
355030849000066;1;15;0;0
355030849000067;1;73;0;0
355030849000068;1;45;0;0
355030849000069;1;125;0;0
355030849000070;1;97;0;0
355030849000071;1;124;0;8
355030849000072;1;56;0;0
355030849000073;1;34;0;0
355030849000074;1;79;0;0
355030849000075;1;88;0;0
355030849000076;1;53;0;0
355030849000077;1;83;0;0
355030849000078;1;72;0;0
355030849000079;1;65;1;0
355030849000080;1;32;0;0
355030849000081;1;101;0;0
355030849000082;1;99;0;0
355030849000083;1;110;0;0
355030849000084;1;69;1;0
355030849000085;1;61;3;1
355030849000086;1;95;0;0
355030849000087;1;32;0;0
355030849000088;1;24;0;0
355030849000089;1;14;0;0
355030849000090;1;13;0;0
355030849000091;1;45;0;0
355030849000092;1;10;0;0
355030849000093;1;79;0;0
355030849000094;1;25;0;0
355030849000095;1;51;0;0
355030849000096;1;24;0;0
355030849000097;1;129;1;0
355030849000098;1;110;0;0
355030849000099;1;39;0;0
355030849000100;1;79;0;0
355030849000101;1;30;0;0
355030849000102;1;33;0;0
355030849000103;1;8;0;0
355030849000104;1;29;0;0
355030849000105;1;17;0;0
355030849000106;1;38;0;0
355030849000107;1;15;0;0
355030849000108;1;14;0;1
355030849000109;1;19;0;0
355030849000110;1;49;0;0
355030849000111;1;90;0;0
355030849000112;1;56;0;1
355030849000113;1;43;0;0
355030849000114;1;61;0;1
355030849000115;1;55;0;0
355030849000116;1;20;0;0
355030850000001;1;64;0;0
355030850000002;1;85;0;0
355030850000003;1;36;0;0
355030850000004;1;93;0;0
355030850000005;1;92;0;0
355030850000006;1;126;0;0
355030850000007;1;73;0;0
355030850000008;1;47;0;0
355030850000009;1;87;0;0
355030850000010;1;49;0;0
355030850000011;1;109;0;0
355030850000012;1;119;0;0
355030850000013;1;123;0;0
355030850000014;1;59;0;0
355030850000015;1;32;0;0
355030850000016;1;132;0;0
355030850000017;1;169;0;0
355030850000018;1;48;0;0
355030850000019;1;138;0;0
355030850000020;1;63;1;3
355030850000021;1;95;0;0
355030850000022;1;96;0;0
355030850000023;1;51;0;0
355030850000024;1;151;0;0
355030850000025;1;116;0;0
355030850000026;1;103;0;0
355030850000027;1;96;0;0
355030850000028;1;58;0;0
355030850000029;1;56;0;0
355030850000030;1;57;0;0
355030850000031;1;135;0;0
355030850000032;1;128;0;0
355030850000033;1;37;0;0
355030850000034;1;89;0;0
355030850000035;1;54;0;0
355030850000036;1;69;0;0
355030850000037;1;54;0;0
355030850000038;1;81;0;0
355030850000039;1;47;0;0
355030850000040;1;146;0;0
355030850000041;1;48;0;0
355030850000042;1;155;0;0
355030850000043;1;60;0;0
355030850000044;1;82;0;0
355030850000045;1;410;0;0
355030850000046;1;18;0;0
355030850000047;1;79;0;12
355030850000048;1;94;1;0
355030850000049;1;100;0;0
355030850000050;1;67;0;0
355030850000051;1;89;0;0
355030850000052;1;54;1;0
355030850000053;1;44;0;0
355030850000054;1;85;0;0
355030850000055;1;47;0;0
355030850000056;1;77;0;0
355030850000057;1;59;0;0
355030850000058;1;82;0;0
355030850000059;1;70;0;0
355030850000060;1;90;0;0
355030850000061;1;87;0;0
355030850000062;1;125;0;0
355030850000063;1;56;0;0
355030850000064;1;43;0;0
355030850000065;1;97;0;0
355030850000066;1;50;0;0
355030850000067;1;63;0;0
355030850000068;1;55;0;0
355030850000069;1;64;0;0
355030850000070;1;69;0;0
355030850000071;1;109;0;0
355030850000072;1;58;0;0
355030850000073;1;96;0;3
355030850000074;1;104;0;0
355030850000075;1;49;1;0
355030850000076;1;80;0;0
355030850000077;1;128;1;0
355030850000078;1;109;0;0
355030850000079;1;189;0;0
355030850000080;1;55;0;0
355030850000081;1;137;0;0
355030850000082;1;78;0;0
355030850000083;1;66;0;0
355030850000084;1;4;0;0
355030850000085;1;112;0;0
355030850000086;1;156;0;0
355030850000087;1;77;1;0
355030850000088;1;109;0;0
355030850000089;1;34;0;0
355030850000090;1;51;0;1
355030850000091;1;62;0;0
355030850000092;1;345;0;0
355030850000094;1;151;0;0
355030850000096;1;81;1;0
355030850000097;1;37;0;0
355030850000098;1;84;0;0
355030850000099;1;156;0;0
355030850000100;1;107;0;0
355030850000101;1;73;0;0
355030850000102;1;101;0;0
355030850000103;1;181;0;0
355030850000104;1;43;0;0
355030850000105;1;42;0;0
355030850000106;1;132;0;0
355030850000107;1;109;0;0
355030850000109;1;95;0;0
355030850000110;1;140;0;0
355030850000111;1;93;0;0
355030850000112;1;54;0;0
355030850000113;1;111;1;0
355030850000115;1;13;0;0
355030850000116;1;45;0;0
355030850000117;1;34;0;0
355030850000118;1;46;0;0
355030850000119;1;54;0;0
355030850000120;1;57;0;0
355030850000121;1;50;0;0
355030850000122;1;59;0;0
355030850000123;1;34;0;1
355030850000124;1;138;0;0
355030850000125;1;81;0;0
355030850000126;1;94;0;0
355030850000127;1;71;0;0
355030850000128;1;63;0;0
355030850000129;1;51;0;0
355030851000001;1;82;0;0
355030851000002;1;73;2;0
355030851000003;1;61;0;0
355030851000004;1;64;0;0
355030851000005;1;9;0;0
355030851000006;1;63;0;0
355030851000007;1;117;0;1
355030851000008;1;46;0;0
355030851000009;1;87;0;0
355030851000010;1;51;0;0
355030851000011;1;51;0;0
355030851000012;1;90;0;0
355030851000013;1;88;0;0
355030851000014;1;112;0;0
355030851000015;1;48;0;0
355030851000016;1;85;0;0
355030851000017;1;53;0;0
355030851000018;1;85;0;0
355030851000019;1;93;0;0
355030851000020;1;67;0;0
355030851000021;1;81;0;0
355030851000022;1;78;0;0
355030851000023;1;91;0;0
355030851000024;1;64;0;2
355030851000025;1;131;1;0
355030851000026;1;29;0;0
355030851000027;1;79;0;0
355030851000028;1;33;0;0
355030851000029;1;88;0;0
355030851000030;1;55;0;0
355030851000031;1;142;0;0
355030851000032;1;64;0;0
355030851000033;1;80;0;0
355030851000034;1;35;0;0
355030851000035;1;115;0;0
355030851000036;1;72;0;0
355030851000037;1;33;0;0
355030851000038;1;86;0;0
355030851000039;1;105;0;0
355030851000040;1;40;0;0
355030851000041;1;114;0;0
355030851000042;1;43;0;0
355030851000043;1;8;0;0
355030851000044;1;60;0;0
355030851000045;1;76;0;0
355030851000046;1;101;0;0
355030851000047;1;94;0;0
355030851000048;1;94;0;0
355030851000049;1;84;0;0
355030851000050;1;173;0;0
355030851000051;1;132;0;0
355030851000052;1;69;0;1
355030851000053;1;77;0;0
355030851000054;1;49;0;0
355030851000055;1;68;0;0
355030851000056;1;65;0;0
355030851000057;1;90;0;0
355030851000058;1;43;0;0
355030851000059;1;89;0;0
355030851000060;1;58;0;0
355030851000061;1;65;0;0
355030851000062;1;95;0;0
355030851000063;1;103;0;0
355030851000064;1;89;0;0
355030851000065;1;68;0;0
355030851000066;1;69;0;0
355030851000067;1;110;0;0
355030851000068;1;62;0;0
355030851000069;1;97;0;0
355030851000070;1;69;0;0
355030851000071;1;34;1;0
355030851000072;1;56;0;0
355030851000073;1;104;0;0
355030851000074;1;44;0;0
355030851000075;1;43;0;0
355030851000076;1;97;0;0
355030851000077;1;138;0;1
355030851000078;1;80;0;0
355030851000079;1;73;0;0
355030851000080;1;91;0;0
355030851000081;1;98;0;0
355030851000082;1;51;0;0
355030851000083;1;107;0;0
355030851000084;1;122;2;0
355030851000085;1;111;0;0
355030851000086;1;129;0;0
355030851000087;1;145;0;0
355030851000088;1;113;0;0
355030851000089;1;63;0;0
355030851000090;1;62;0;0
355030851000091;1;129;0;0
355030851000092;1;115;0;0
355030851000093;1;52;0;0
355030851000094;1;20;0;0
355030851000095;1;79;0;0
355030851000096;1;40;0;0
