Cod_setor,Situacao_setor,V002,V004,Target_2_10_salarios_per_capita
355030850000062,1,1017514,0,109
355030850000063,1,958519,0,144
355030850000064,1,793342,0,124
355030850000065,1,938362,0,137
355030850000066,1,762946,0,104
355030850000067,1,598487,0,58
355030850000068,1,457274,510,59
355030850000069,1,585106,0,63
355030850000070,1,361618,0,33
355030850000071,1,696973,0,74
355030850000072,1,442340,0,38
355030850000073,1,509276,0,55
355030850000074,1,741352,0,74
355030850000075,1,304590,0,29
355030850000076,1,251517,0,15
355030850000077,1,509434,0,36
355030850000078,1,519267,0,52
355030850000079,1,346874,1620,16
355030850000080,1,229277,0,20
355030850000081,1,482466,0,40
355030850000082,1,436454,0,37
355030850000083,1,497135,2310,59
355030850000084,1,10130,0,0
355030850000085,1,447490,0,24
355030850000086,1,715690,0,65
355030850000087,1,499360,0,45
355030850000088,1,535343,0,49
355030850000089,1,335094,0,43
355030850000090,1,520953,0,45
355030850000091,1,456864,0,45
355030850000092,1,692549,0,23
355030850000094,1,361434,0,14
355030850000096,1,496659,0,53
355030850000097,1,525760,0,87
355030850000098,1,1535380,0,213
355030850000099,1,1184661,0,168
355030850000100,1,936911,0,125
355030850000101,1,309344,0,25
355030850000102,1,816187,0,79
355030850000103,1,375741,0,11
355030850000104,1,254928,0,21
355030850000105,1,425643,0,57
355030850000106,1,1604805,0,220
355030850000107,1,659689,0,64
355030850000109,1,169601,0,4
355030850000110,1,345788,0,11
355030850000111,1,1290730,0,195
355030850000112,1,715760,0,109
355030850000113,1,156110,0,6
355030850000115,1,133864,0,20
355030850000116,1,359288,0,41
355030850000117,1,470359,500,60
355030850000118,1,809625,0,121
355030850000119,1,564577,0,64
355030850000120,1,539707,0,58
355030850000121,1,328635,0,33
355030850000122,1,320664,0,30
355030850000123,1,405010,2200,44
355030850000124,1,484359,0,30
355030850000125,1,311805,0,23
355030850000126,1,657788,0,88
355030850000127,1,564113,0,76
355030850000128,1,321844,0,40
355030850000129,1,84564,0,2
355030851000001,1,1089737,0,134
355030851000002,1,1279156,0,161
355030851000003,1,479030,0,57
355030851000004,1,603251,0,88
355030851000005,1,76156,0,9
355030851000006,1,709368,0,67
355030851000007,1,799790,0,100
355030851000008,1,765575,0,86
355030851000009,1,1872122,0,181
355030851000010,1,665571,0,99
355030851000011,1,601540,0,80
355030851000012,1,1078874,0,154
355030851000013,1,1551676,0,220
355030851000014,1,2144596,0,254
355030851000015,1,606260,0,70
355030851000016,1,550109,0,59
355030851000017,1,446694,0,44
355030851000018,1,1192275,0,146
355030851000019,1,1110648,0,152
355030851000020,1,1128560,0,169
355030851000021,1,1113961,0,156
355030851000022,1,946956,0,136
355030851000023,1,915375,0,143
355030851000024,1,661364,0,101
355030851000025,1,2808026,3700,293
355030851000026,1,905921,0,102
355030851000027,1,1298588,0,149
355030851000028,1,356878,9000,51
355030851000029,1,616173,0,42
355030851000030,1,610916,0,75
355030851000031,1,1794037,0,197
355030851000032,1,843500,0,103
355030851000033,1,769930,0,84
355030851000034,1,773347,0,110
355030851000035,1,932042,0,114
355030851000036,1,514022,0,59
355030851000037,1,525786,0,61
355030851000038,1,962384,0,117
355030851000039,1,1447950,0,180
355030851000040,1,575640,0,60
355030851000041,1,1644436,0,183
355030851000042,1,523312,0,67
355030851000043,1,48780,0,5
355030851000044,1,688222,0,82
355030851000045,1,966236,0,128
355030851000046,1,304813,0,21
355030851000047,1,486049,0,46
355030851000048,1,343289,0,28
355030851000049,1,426464,0,36
355030851000050,1,1648797,0,234
355030851000051,1,610932,0,52
355030851000052,1,629292,0,91
355030851000053,1,859782,0,82
355030851000054,1,528300,0,60
355030851000055,1,1405066,0,228
355030851000056,1,1324759,0,233
355030851000057,1,1255041,0,204
355030851000058,1,823610,0,139
355030851000059,1,661671,0,72
355030851000060,1,613903,0,63
355030851000061,1,766249,0,93
355030851000062,1,1676045,0,180
355030851000063,1,2550267,0,239
355030851000064,1,1369539,0,167
355030851000065,1,1402512,0,180
355030851000066,1,986421,0,127
355030851000067,1,1156117,4960,148
355030851000068,1,312275,0,23
355030851000069,1,777593,0,92
355030851000070,1,693118,0,83
355030851000071,1,245358,0,16
355030851000072,1,705660,0,106
355030851000073,1,507536,0,46
355030851000074,1,266840,0,29
355030851000075,1,1100860,0,179
355030851000076,1,335852,0,14
355030851000077,1,673466,0,61
355030851000078,1,473632,0,47
355030851000079,1,467144,0,44
355030851000080,1,602589,0,46
355030851000081,1,454310,0,36
355030851000082,1,451730,800,55
355030851000083,1,386491,0,23
355030851000084,1,470744,0,29
355030851000085,1,595273,0,63
355030851000086,1,551003,1100,36
355030851000087,1,605241,0,53
355030851000088,1,520429,0,28
355030851000089,1,306842,0,30
355030851000090,1,426278,0,41
355030851000091,1,529846,0,35
355030851000092,1,835598,0,87
355030851000093,1,566679,0,59
355030851000094,1,251630,0,27
355030851000095,1,445650,0,57
355030851000096,1,496139,0,65
355030851000097,1,910241,0,108
355030851000098,1,755480,0,85
355030851000099,1,618153,0,74
355030851000100,1,322178,0,40
355030851000101,1,176181,0,17
355030851000102,1,719813,0,94
355030851000103,1,631003,0,121
355030851000104,1,393265,0,79
355030851000105,1,807179,0,95
355030851000106,1,395420,0,36
355030851000107,1,253840,0,21
355030851000108,1,622855,0,81
355030851000109,1,769174,0,128
355030851000110,1,1052572,0,162
355030851000111,1,807372,0,86
355030851000112,1,270581,0,9
355030851000113,1,606674,0,80
355030851000114,1,610461,0,112
355030851000115,1,494292,0,49
355030851000116,1,401499,0,31
355030851000117,1,493484,3500,38
355030851000118,8,952209,0,98
355030851000119,8,144150,0,18
355030851000120,1,964425,0,84
355030851000121,1,1268309,0,154
355030851000122,1,1240997,0,147
355030851000123,1,1127353,0,119
355030851000124,1,117700,0,11
355030851000125,1,300662,0,29
355030851000126,1,533525,0,60
355030851000127,1,83589,0,8
355030851000129,1,421006,2000,45
355030851000130,1,806961,0,88
355030851000131,1,1391009,0,134
355030851000132,1,1013510,0,132
355030851000133,1,1651303,0,199
355030851000134,1,1334287,0,141
355030851000135,1,898389,0,84
355030851000136,1,625351,0,69
355030851000137,1,669771,0,99
355030851000138,1,273462,0,23
355030851000139,1,1363513,0,140
355030851000140,1,1063714,0,134
355030851000141,1,864892,0,133
355030851000142,1,910840,0,90
355030851000145,1,515174,0,140
355030851000146,1,840045,0,189
355030851000147,1,1058866,0,159
355030851000148,1,1658461,0,177
355030851000149,1,1530867,0,147
355030851000150,1,279260,0,20
355030851000151,1,883426,0,102
355030851000152,1,783085,0,97
355030851000153,1,1451415,0,181
355030851000154,1,428143,0,63
355030851000155,1,1225032,0,90
355030851000156,1,450840,0,31
355030851000157,1,856738,0,137
355030851000158,1,589440,0,94
355030851000159,1,1182733,0,126
355030851000160,1,939876,0,72
355030851000161,1,480260,0,51
355030851000162,1,523845,0,75
355030851000163,4,162132,0,15
355030851000164,4,62980,0,5
355030851000165,4,1103600,0,70
355030851000166,1,753298,0,75
355030851000170,1,807564,0,155
355030851000171,1,481170,9650,65
355030851000172,1,810219,0,91
355030851000173,1,262817,0,21
355030851000174,1,497099,0,52
355030851000175,1,783238,0,93
355030851000176,1,502555,0,56
355030851000177,1,274326,0,26
355030851000178,1,447462,0,45
355030851000179,1,601031,0,56
355030851000180,1,326900,0,87
355030851000181,1,302450,0,12
355030851000182,1,500521,0,42
355030851000183,1,317726,0,22
355030851000184,1,151159,0,7
355030852000001,3,X,X,0
355030852000002,3,145644,0,4
355030852000003,1,147316,0,6
355030852000004,1,50520,0,5
355030852000005,7,95487,0,3
355030852000006,8,268379,0,16
355030852000007,8,370640,0,15
355030852000008,3,55140,0,1
355030852000009,3,54920,0,4
355030852000010,8,35860,0,3
355030852000011,8,61894,0,2
355030852000012,8,213671,0,13
355030852000013,8,X,X,0
355030852000014,8,X,X,0
355030852000015,8,X,X,0
355030852000016,8,14180,0,1
355030852000018,8,129342,0,9
355030852000019,8,13450,0,0
355030852000021,4,43621,0,1
355030852000022,8,107344,0,10
355030852000025,8,63629,0,2
355030852000026,7,11260,0,0
355030852000027,8,X,X,0
355030852000029,8,42598,0,0
355030852000030,8,34128,0,3
355030852000031,8,11990,0,1
355030852000032,8,156579,0,9
355030852000033,3,9850,0,1
355030852000040,8,23169,0,0
355030852000041,8,15470,0,1
355030852000043,8,29944,0,2
355030852000044,8,13120,0,1
355030852000045,8,X,X,0
355030852000046,8,65879,0,4
355030852000048,8,103057,0,6
355030852000051,8,X,X,0
355030852000053,8,25966,0,0
355030852000056,8,304879,0,14
355030852000057,8,X,X,0
355030852000059,8,5840,0,0
355030852000061,8,99918,0,2
355030852000063,8,8790,0,0
355030852000064,8,10781,0,1
355030852000065,8,12420,0,0
355030852000071,3,3490,0,0
355030853000001,1,619869,0,69
355030853000002,1,941999,0,135
355030853000003,1,488097,0,59
355030853000004,1,757656,0,76
355030853000005,1,1586867,0,156
355030853000006,1,1214983,0,138
355030853000007,1,1185313,0,176
355030853000008,1,787150,0,103
355030853000009,1,2295713,0,247
355030853000010,1,2856921,0,236
355030853000011,1,1035179,0,115
355030853000012,1,537827,0,73
355030853000013,1,606451,0,63
355030853000014,1,778246,0,93
355030853000015,1,818092,0,95
355030853000016,1,963206,0,122
355030853000017,1,924180,0,197
355030853000018,1,1629592,0,208
355030853000019,1,742001,0,124
355030853000020,1,982194,0,104
355030853000021,1,1155585,0,157
355030853000022,1,559066,0,95
355030853000023,1,245310,0,35
355030853000024,1,2435142,0,204
355030853000025,1,177621,0,24
355030853000026,1,1033872,0,177
355030853000027,1,494510,0,51
355030853000028,1,849103,0,80
355030853000029,1,1490596,0,190
355030853000030,1,967600,0,115
355030853000031,1,571681,0,64
355030853000032,1,363214,0,41
355030853000033,1,1909887,0,211
355030853000034,1,1863440,2200,196
355030853000035,1,1220004,0,142
355030853000036,1,664107,0,52
355030853000037,1,1537421,0,155
355030853000038,1,1180001,800,136
355030853000039,1,1720069,0,178
355030853000040,1,665731,0,78
355030853000041,1,592829,0,71
355030853000042,1,723128,0,116
355030853000043,1,889290,0,143
355030853000044,1,658620,0,102
355030853000045,1,1463792,1000,205
355030853000046,1,881793,0,109
355030853000047,1,356729,0,49
355030853000048,1,964199,0,125
355030853000049,1,1547201,0,132
355030853000050,1,2345192,0,208
355030853000051,1,960121,0,98
355030853000052,1,2379913,0,191
355030853000053,1,746905,0,95
355030853000054,1,542635,0,64
355030853000055,1,554685,0,70
355030853000056,1,1413336,0,202
355030853000057,1,510930,0,78
355030853000058,1,962711,0,127
355030853000059,1,905526,0,146
355030853000060,1,783383,500,97
355030853000061,1,1286137,0,205
355030853000062,1,1381628,0,151
355030853000063,1,1190920,0,116
355030853000064,1,1685830,0,212
355030853000065,1,1473140,0,179
355030853000066,1,1591038,0,144
355030853000067,1,2132046,0,225
355030853000068,1,2090478,0,210
355030853000069,1,1822677,4800,201
355030853000070,1,577587,0,81
355030853000071,1,2062305,0,287
355030853000072,1,1359932,0,257
355030853000073,1,571989,0,80
355030853000074,1,1959761,0,297
355030853000075,1,613774,0,111
355030853000076,1,615562,0,95
355030853000077,1,1064537,0,182
355030853000078,1,720511,0,77
355030853000079,1,1571853,0,181
355030853000080,1,1266800,0,183
355030853000081,1,986990,0,116
355030853000082,1,98090,0,13
355030853000083,1,2466489,0,162
355030853000084,1,319591,0,36
355030853000085,1,303807,0,25
355030853000086,1,1268472,0,200
355030853000087,1,696596,0,78
355030853000088,1,299017,0,38
355030853000089,1,1019166,0,135
355030853000090,1,354971,0,37
355030853000091,1,721952,0,87
355030853000092,1,456515,0,63
355030853000093,1,999985,0,119
355030853000094,1,1063511,0,128
355030853000095,1,3070371,0,251
355030853000096,1,1864435,0,190
355030853000097,1,753114,0,95
355030853000098,1,702106,0,82
355030853000099,1,744697,0,114
355030853000100,1,505440,0,46
355030853000101,1,818386,0,152
355030853000102,1,539677,0,56
355030853000103,1,1476116,0,174
355030853000104,1,1950612,0,175
355030853000105,1,1864500,0,97
355030853000107,1,642934,0,105
355030853000108,1,869590,0,154
355030853000109,1,715130,0,129
355030853000110,1,649140,0,71
355030853000111,1,1848480,0,135
355030853000112,1,1846061,0,123
355030853000113,1,304310,0,60
355030853000114,1,280036,0,46
355030853000115,1,1154012,0,131
355030853000116,1,2199470,0,181
355030853000117,1,1036005,0,131
355030853000118,1,1262585,0,136
355030853000119,1,640405,0,89
355030853000120,1,1122217,0,154
355030853000121,1,1084976,0,152
355030853000122,1,1912960,0,120
355030853000123,1,476257,0,89
355030853000124,1,1490600,0,138
355030853000125,1,942964,0,118
355030853000126,1,881320,0,126
355030853000127,1,1017620,0,36
355030853000128,1,1207770,0,106
355030853000129,1,469080,0,54
355030853000130,1,508264,0,94
355030853000131,1,1011768,0,111
355030853000132,1,1607658,0,142
355030853000133,1,42240,0,0
355030854000001,1,739250,700,53
355030854000002,1,5657097,0,110
355030854000003,1,1740308,0,27
355030854000004,1,2345515,0,62
355030854000005,1,2134440,0,77
355030854000006,1,4677563,0,178
355030854000007,1,1837602,0,75
355030854000008,1,2131410,0,100
355030854000009,1,616345,0,52
355030854000010,1,631770,0,32
355030854000011,1,235759,0,8
355030854000012,1,3478027,0,141
355030854000013,1,1474627,0,66
355030854000014,1,2661341,0,98
355030854000015,1,1371835,0,77
355030854000016,1,2632832,0,108
355030854000017,1,1625577,0,83
355030854000018,1,2734630,0,169
355030854000019,1,1033054,0,129
355030854000020,1,1139775,0,110
355030854000021,1,1417096,0,94
355030854000022,1,1185180,1200,111
355030854000023,1,459868,0,49
355030854000024,1,1675200,0,142
355030854000025,1,643386,0,55
355030854000026,1,2017555,510,143
355030854000027,1,1211720,0,58
355030854000028,1,1055318,0,53
355030854000029,1,1410902,0,62
355030854000030,1,1128486,0,68
355030854000032,1,1757624,0,78
355030854000033,1,287258,0,11
355030854000034,1,219839,0,7
355030854000035,1,142021,0,4
355030854000036,1,910915,0,87
355030854000037,1,1760574,0,117
355030854000038,1,3425738,0,169
355030854000039,1,2249000,0,81
355030854000040,1,261520,0,19
355030854000041,1,327473,0,11
355030854000042,1,1788763,0,98
355030854000043,1,1224359,0,123
355030854000044,1,1709806,0,171
355030854000045,1,782247,0,131
355030854000046,1,1197380,0,155
355030854000047,1,745433,0,93
355030854000048,1,2694020,0,189
355030854000049,1,1325169,0,68
355030854000050,1,2977650,0,112
355030854000051,1,3166710,0,191
355030854000052,1,3889250,0,124
355030854000053,1,2349130,0,23
355030854000054,1,159628,0,1
355030854000055,1,4665354,0,217
355030854000056,1,2336262,0,146
355030854000057,1,1085980,0,43
355030854000058,1,308396,0,7
355030854000059,1,191113,0,6
355030854000060,1,385231,0,16
355030854000061,1,1697775,0,166
355030854000062,1,1507852,0,62
355030854000063,1,1125000,0,68
355030854000064,1,584560,0,11
355030854000065,1,1815277,0,88
355030854000066,1,2733161,0,111
355030854000067,1,1285300,0,70
355030854000068,1,1411340,0,94
355030854000069,1,903611,0,118
355030854000070,1,576029,0,83
355030854000071,1,1191460,0,159
355030854000072,1,691661,0,99
355030854000073,1,485722,0,83
355030854000074,1,389980,0,65
355030854000075,1,191377,0,6
355030854000076,1,793950,0,57
355030854000077,1,575583,0,42
355030854000078,1,320325,0,46
355030854000079,1,344936,0,36
355030854000080,1,752500,0,78
355030854000081,1,1007463,0,64
355030854000082,1,833804,0,82
355030854000083,1,2011384,0,114
355030854000084,1,610300,0,38
355030854000085,1,1666703,250,106
355030854000086,1,1384103,0,86
355030854000087,1,640188,0,68
355030854000088,1,1748290,0,71
355030854000089,1,1991972,0,89
355030854000090,1,3440026,0,159
355030854000091,1,182304,3822,7
355030854000093,1,1458390,0,76
355030854000094,1,1414867,0,125
355030854000095,1,3493640,0,155
355030854000096,1,2880923,0,187
355030854000097,1,528811,0,55
355030854000098,1,X,X,0
355030854000099,1,232130,0,19
355030854000100,1,575838,0,63
355030854000101,1,3887230,0,47
355030854000102,1,X,X,0
355030854000103,1,1653100,0,16
355030854000104,1,770501,0,45
355030854000105,1,732837,0,80
355030854000106,1,1664077,0,144
355030854000107,1,553210,0,15
355030854000108,1,789670,0,82
355030854000109,1,1260060,0,112
355030854000110,1,1071954,0,139
355030854000111,1,948101,0,106
355030854000112,1,487649,0,62
355030854000113,1,380222,0,45
355030854000116,1,2409393,0,93
355030854000117,1,2639690,0,102
355030854000118,1,3114550,0,66
355030854000119,1,775354,0,96
355030854000120,1,1575100,1780,57
355030854000121,1,1548382,6438,62
355030854000123,1,1786450,0,69
355030854000124,1,803530,0,36
355030854000125,1,1088585,0,48
355030854000126,1,2670350,0,62
355030854000127,1,1854080,0,129
355030854000128,1,1907761,0,47
355030854000129,1,5361680,800,95
355030854000130,1,2650410,0,63
355030854000131,1,897461,0,68
355030854000132,1,799652,0,52
355030854000133,1,326520,0,30
355030855000001,1,219330,0,17
355030855000002,1,500072,0,28
355030855000003,1,26767,0,2
355030855000004,1,561377,750,38
355030855000005,1,525018,0,37
355030855000006,3,10570,0,0
355030855000007,3,39142,0,0
355030855000008,3,253971,800,8
355030855000009,3,92320,0,7
355030855000010,1,377331,0,10
355030855000011,1,432585,0,25
355030855000012,1,657237,0,53
355030855000013,1,434304,0,18
355030855000014,1,881020,1300,50
355030855000015,1,408721,500,29
355030855000016,1,71018,0,2
355030855000017,1,404423,0,27
355030855000018,1,356055,0,17
355030855000019,1,321051,0,11
355030855000020,1,480273,0,24
355030855000021,1,280041,0,8
355030855000022,1,244080,0,12
355030855000023,1,353635,0,33
355030855000024,1,115651,0,7
355030855000025,1,304072,0,21
355030855000026,1,222440,0,12
355030855000027,1,294402,0,17
355030855000028,1,141825,0,3
355030855000029,1,158398,0,9
355030855000030,1,231572,0,12
355030855000031,1,278427,0,11
355030855000032,1,431356,0,24
355030855000033,1,186792,0,4
355030855000034,1,360412,0,18
355030855000035,1,182249,0,4
355030855000036,1,472330,0,33
355030855000037,1,407142,0,35
355030855000038,1,298505,0,5
355030855000039,1,360042,0,21
355030855000040,1,202176,0,9
355030855000041,1,464514,0,32
355030855000042,1,192647,0,6
355030855000043,1,330370,0,9
355030855000044,1,675518,0,37
355030855000045,1,87060,0,5
355030855000046,1,528837,0,24
355030855000047,1,211353,0,9
355030855000048,1,682306,510,25
355030855000049,1,63692,0,1
355030855000050,1,201500,0,8
355030855000051,1,259328,0,8
355030855000052,1,429082,0,15
355030855000053,1,246751,0,5
355030855000054,3,415940,0,14
355030855000055,3,271917,0,7
355030855000056,1,904358,0,35
355030855000057,3,141230,0,16
355030855000059,1,383089,0,16
355030855000060,1,24641,0,3
355030855000061,1,X,X,0
355030855000062,1,543237,0,36
355030855000063,1,467870,0,18
355030855000064,1,354637,1100,5
355030855000065,1,113644,0,0
355030855000066,1,143898,0,4
355030855000067,1,453687,3000,42
355030855000068,1,183383,0,12
355030855000069,1,87475,0,0
355030855000070,1,261888,0,8
355030855000071,1,271528,0,5
355030855000072,1,15340,0,1
355030855000073,1,431971,0,20
355030855000074,1,195775,0,6
355030855000075,1,89195,0,3
355030855000076,1,345554,0,9
355030855000077,1,353765,7800,26
355030855000078,3,550427,0,27
355030855000079,3,605621,0,28
355030855000080,3,258109,0,9
355030855000081,3,373274,600,10
355030855000082,3,138672,0,4
355030855000083,3,341843,0,8
355030855000084,3,260384,0,12
355030855000085,3,329955,0,7
355030855000086,3,473019,0,5
355030855000087,3,302492,0,5
355030855000088,3,570853,0,19
355030855000089,3,199513,0,7
355030855000090,3,109796,0,3
355030855000091,3,41002,0,1
355030855000092,1,738029,0,28
355030855000093,3,14300,0,3
355030855000094,1,195677,0,5
355030855000095,1,526048,0,33
355030855000096,1,916276,0,51
355030855000097,1,582092,0,36
355030855000098,3,829467,0,31
355030855000099,3,394665,0,10
355030855000100,3,441298,0,15
355030855000101,1,82700,0,5
355030855000102,1,452628,0,12
355030855000103,1,370395,0,18
355030855000104,8,54150,0,3
355030855000105,3,171526,0,7
355030855000106,3,89990,0,9
355030855000107,8,26470,0,0
355030855000108,3,65847,0,1
355030855000109,8,15932,0,0
355030855000110,3,125704,0,7
355030855000111,3,114040,0,0
355030855000113,3,286052,0,4
355030855000114,3,181566,0,7
355030855000115,3,126128,0,0
355030855000116,3,558729,0,8
355030855000118,3,39160,0,1
355030855000119,3,261017,0,10
355030855000120,3,24751,0,0
355030855000121,3,303839,0,8
355030855000122,3,40330,0,2
355030855000123,3,208930,0,23
355030855000124,1,21770,0,1
355030855000125,1,297832,0,13
355030855000126,1,305439,0,7
355030855000127,1,96960,0,4
355030855000128,1,89170,0,1
355030855000129,1,803758,0,68
355030855000130,1,302102,0,15
355030855000131,1,308941,0,6
355030855000132,1,240211,0,6
355030855000133,1,167388,0,5
355030855000134,1,260363,0,15
355030855000135,1,352271,0,13
355030855000136,1,110511,0,2
355030855000138,1,339654,0,2
355030855000139,2,326036,0,20
355030855000140,3,952556,0,119
355030855000141,3,396301,0,20
355030855000142,1,195995,0,23
355030855000143,8,261916,0,20
355030855000144,1,X,X,0
355030855000145,8,56091,0,7
355030855000146,8,120790,0,7
355030855000148,8,80789,0,6
355030855000149,8,18230,0,0
355030855000150,8,53445,1160,2
355030855000151,1,240835,0,10
355030855000152,8,156121,0,2
355030855000153,8,83014,0,1
355030855000155,8,14110,0,1
355030855000156,8,25218,0,0
355030855000157,8,157251,0,9
355030855000158,8,34781,0,2
355030855000160,8,X,X,0
355030855000162,1,13540,0,0
355030855000163,1,188894,0,7
355030855000165,1,156910,0,18
355030855000166,8,98730,0,7
355030855000170,8,80139,0,9
355030855000171,8,20370,0,0
355030855000180,8,44050,0,2
355030855000182,8,82389,0,5
355030855000183,8,13230,0,2
355030855000185,8,X,X,0
355030855000186,1,144480,0,5
355030855000187,8,37100,0,2
355030855000188,3,140289,0,2
355030855000193,1,52708,0,3
355030855000196,1,34321,0,1
355030855000200,8,56214,0,7
355030855000201,8,23530,0,0
355030855000204,8,29022,0,1
355030855000205,8,19620,0,1
355030855000206,8,64030,0,5
355030855000208,8,80464,0,3
355030855000212,8,47841,0,1
355030855000213,8,20250,0,1
355030855000214,8,446073,0,12
355030855000215,8,69900,0,4
355030855000216,8,69277,0,2
355030855000217,8,216028,0,3
355030855000218,8,35574,0,2
355030855000219,1,77370,0,7
355030855000220,1,218100,0,9
355030855000221,8,X,X,0
355030855000222,8,7180,0,0
355030855000223,8,X,X,0
355030855000224,8,5610,0,0
355030855000225,8,23370,0,0
355030855000226,8,38100,0,2
355030855000227,8,X,X,0
355030855000228,8,83850,0,8
355030855000229,8,43575,0,1
355030855000230,3,239338,0,14
355030855000231,3,116905,0,8
355030855000232,8,18130,0,2
355030855000233,8,7430,0,0
355030855000234,8,11183,0,0
355030855000235,8,24731,0,0
355030855000236,8,40232,0,2
355030855000237,1,88689,0,5
355030855000239,8,X,X,0
355030855000240,3,X,X,0
355030855000241,8,11601,0,0
355030855000245,8,5780,0,0
355030855000246,8,7280,0,0
355030855000247,8,88633,0,2
355030855000248,8,341480,0,35
355030855000249,8,127760,1260,11
355030855000250,1,29630,0,2
355030855000251,1,46830,0,3
355030855000253,8,74860,0,0
355030855000255,1,247797,0,9
355030855000256,8,9390,0,0
355030855000257,8,X,X,0
355030855000258,8,11950,0,0
355030855000264,1,154010,0,6
355030855000266,8,110358,0,6
355030855000268,1,26136,0,0
355030855000270,8,222355,0,14
355030855000271,8,172360,0,13
355030855000272,4,171191,0,5
355030855000273,3,200451,0,8
355030855000274,8,X,X,0
355030855000275,8,235530,0,3
355030855000276,8,X,X,0
355030855000277,8,8400,0,0
355030855000278,8,5310,0,0
355030855000279,8,106015,0,13
355030855000283,8,74395,0,2
355030855000285,8,10920,0,1
355030855000287,3,191031,0,12
355030855000289,8,102994,0,1
355030855000291,3,69582,0,1
355030855000293,3,93965,0,2
355030855000294,8,X,X,0
355030855000295,3,142409,0,3
355030855000297,8,45215,0,3
355030855000298,8,X,X,0
355030855000300,8,27660,0,0
355030855000301,8,15182,0,0
355030855000302,8,213074,0,4
355030855000304,8,X,X,0
355030855000307,8,56173,0,1
355030855000311,8,X,X,0
355030855000312,4,152101,0,4
355030855000316,8,18252,0,1
355030855000319,1,730716,0,29
355030855000320,1,77520,0,2
355030855000321,1,71902,0,1
355030855000322,1,92006,0,0
355030855000323,1,130360,0,5
355030855000324,1,154904,0,4
355030855000325,1,310210,0,17
355030855000326,1,66311,0,2
355030855000327,1,53420,0,2
355030855000328,1,150978,0,7
355030855000329,1,217413,0,6
355030855000330,1,178521,0,7
355030855000331,1,85359,0,0
355030855000332,1,163159,0,4
355030855000333,1,82547,0,4
355030855000334,1,164427,0,5
355030855000335,1,118315,0,3
355030855000336,1,93927,0,3
355030856000001,1,703290,0,81
355030856000002,1,1270636,15400,104
355030856000003,1,881253,0,114
355030856000004,1,473580,0,53
355030856000005,1,863956,0,82
355030856000006,1,623651,0,94
355030856000007,1,180091,0,4
355030856000008,1,515522,2160,42
355030856000009,1,659022,17880,72
355030856000010,1,709959,763,81
355030856000011,1,717709,0,73
355030856000012,1,509875,0,66
355030856000013,1,690868,0,94
355030856000014,1,391844,0,44
355030856000015,1,664376,0,76
355030856000016,1,454874,0,45
355030856000017,1,391658,0,36
355030856000018,1,984222,0,88
355030856000019,1,676454,6460,68
355030856000020,1,1090558,0,90
355030856000021,1,502539,0,58
355030856000022,1,1051083,0,104
355030856000023,1,118704,0,3
355030856000024,1,206273,0,26
355030856000025,1,272532,0,20
355030856000026,1,233221,0,12
355030856000027,1,580750,0,53
355030856000028,1,161685,0,4
355030857000001,1,858421,2510,80
355030857000002,1,182335,0,9
355030857000003,1,281182,0,6
355030857000004,1,471930,0,22
355030857000005,1,856164,0,58
355030857000006,1,1024388,0,109
355030857000007,1,469371,0,38
355030857000008,1,253094,0,17
355030857000009,1,135687,0,12
355030857000010,1,632746,0,55
355030857000011,1,390370,0,31
355030857000012,1,578989,0,60
355030857000013,1,696497,0,60
355030857000014,1,X,X,0
355030857000015,1,1160277,0,133
355030857000016,1,681490,0,105
355030857000017,1,361576,0,46
355030857000018,1,437328,0,53
355030857000019,1,1025760,0,128
355030857000020,1,790273,0,73
355030857000021,1,463238,0,30
355030857000022,1,342489,0,14
355030857000023,1,412764,0,21
355030857000024,1,914284,0,62
355030857000025,1,1426384,0,148
355030857000026,1,1412982,0,152
355030857000027,1,839329,0,85
355030857000028,1,655368,0,51
355030857000029,1,1178226,0,79
355030857000030,1,531597,500,33
355030857000031,1,152557,0,8
355030857000032,1,614456,0,60
355030857000033,1,437271,0,44
355030857000034,1,470547,0,35
355030857000035,1,806462,0,57
355030857000036,1,1187162,0,146
355030857000037,1,473476,0,44
355030857000038,1,566720,0,10
355030857000039,1,289792,0,24
355030857000040,1,224793,0,13
355030857000041,1,564583,0,29
355030857000042,1,200060,0,9
355030857000043,1,198020,0,17
355030857000044,1,207900,0,8
355030857000045,1,450167,0,32
355030857000046,1,325057,0,24
355030857000047,1,991864,0,102
355030857000048,1,960980,0,114
355030857000049,1,463599,0,52
355030857000050,1,1166657,0,126
355030857000051,1,1178408,580,129
355030857000052,1,1379678,0,158
355030857000053,1,309411,0,15
355030857000054,1,374808,0,28
355030857000055,1,738749,0,71
355030857000056,1,286685,0,2
355030857000057,1,220113,0,6
355030857000058,1,375480,0,30
355030857000059,1,476731,0,45
355030857000060,1,347537,0,29
355030857000061,1,267508,0,15
355030857000062,1,416740,0,24
355030857000063,1,357331,0,19
355030857000064,1,503062,0,30
355030857000065,1,861065,0,88
355030857000066,1,689416,0,79
355030857000067,1,491003,0,46
355030857000068,1,473755,0,37
355030857000069,1,333024,0,17
355030857000070,1,707332,0,33
355030857000071,1,289442,1350,23
355030857000072,1,501801,0,43
355030857000073,1,361043,0,31
355030857000074,1,212048,0,17
355030857000075,1,389897,0,42
355030857000076,1,353346,0,34
355030857000077,1,135760,0,6
355030857000079,1,289800,0,12
